customer_id,customer_name,city,acquisition_channel,signup_date,total_orders,completed_orders,total_revenue,avg_order_value,first_order_date,last_order_date,most_recent_order
C1659,Jai Saran,Jaipur,social_media,2023-06-20,7,2,5084.89,2542.44,2023-07-24,2024-06-30,2024-06-30
C1111,Onkar Hari,Ahmedabad,paid_search,2023-05-24,6,2,13114.83,6557.42,2024-02-20,2024-06-30,2024-06-30
C0359,Jack Dhar,Mumbai,social_media,2023-03-28,5,4,15276.58,3819.14,2023-07-23,2024-06-30,2024-06-30
C1785,Ryan Chakrabarti,Pune,paid_search,2023-10-18,8,7,15789.84,2255.69,2024-02-27,2024-06-30,2024-06-30
C0764,Advay Jaggi,Jaipur,email,2023-02-20,5,2,2177.46,1088.73,2024-01-15,2024-06-30,2024-06-30
C0926,Hritik Bali,Delhi,paid_search,2024-03-12,6,3,19250.9,6416.97,2024-04-24,2024-06-30,2024-06-30
C0386,Siddharth Talwar,Kolkata,email,2023-09-23,6,4,9225.03,2306.26,2024-02-18,2024-06-30,2024-06-30
C0996,Ranbir Sahota,Bengaluru,social_media,2023-07-05,11,9,26264.34,2918.26,2023-07-10,2024-06-30,2024-06-30
C0762,Rishi Agarwal,Hyderabad,organic,2023-01-04,5,2,5036.47,2518.23,2023-05-01,2024-06-30,2024-06-30
C1267,Pratyush Rajagopalan,Surat,organic,2024-02-14,6,5,19979.83,3995.97,2024-06-30,2024-06-30,2024-06-30
C1093,Ekiya Kuruvilla,Kolkata,organic,2023-03-10,5,2,5611.17,2805.59,2023-08-15,2024-06-30,2024-06-30
C0047,Prisha Andra,Ahmedabad,organic,2023-07-04,4,4,16255.99,4064.0,2023-09-28,2024-06-30,2024-06-30
C0758,Brinda Sinha,Mumbai,organic,2022-09-12,8,5,17435.5,3487.1,2023-05-28,2024-06-30,2024-06-30
C1493,Wishi Din,Jaipur,referral,2023-12-20,9,6,19421.0,3236.83,2024-04-21,2024-06-30,2024-06-30
C0849,Neelima Nair,Surat,social_media,2023-07-21,5,4,17138.24,4284.56,2024-01-17,2024-06-30,2024-06-30
C1527,Henry Ghosh,Chennai,organic,2024-05-16,5,3,5226.74,1742.25,2024-06-30,2024-06-30,2024-06-30
C1114,Niharika Mahal,Delhi,referral,2024-03-02,4,2,7486.92,3743.46,2024-06-27,2024-06-30,2024-06-30
C0027,Arya Sunder,Chennai,paid_search,2022-06-19,5,1,7168.6,7168.6,2022-11-07,2024-04-09,2024-04-09
C0697,Yamini Nazareth,Mumbai,paid_search,2024-04-15,9,4,9492.4,2373.1,2024-05-28,2024-06-30,2024-06-30
C1454,Girish Sagar,Jaipur,social_media,2022-08-17,4,4,9312.52,2328.13,2022-10-03,2023-06-25,2023-06-25
C0267,Urvi Lanka,Surat,email,2024-04-24,7,5,16173.08,3234.62,2024-06-30,2024-06-30,2024-06-30
C0039,Oni Virk,Surat,social_media,2024-06-22,2,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C0352,Xalak Dewan,Mumbai,email,2023-08-03,4,2,9633.15,4816.58,2024-04-17,2024-06-30,2024-06-30
C1886,Hemani Chatterjee,Ahmedabad,referral,2023-12-01,5,3,30668.76,10222.92,2024-02-18,2024-06-30,2024-06-30
C0571,Aarna Reddy,Jaipur,organic,2023-06-04,8,3,18085.57,6028.52,2023-07-25,2024-06-30,2024-06-30
C0572,Diya Badal,Ahmedabad,organic,2024-06-13,6,3,11371.14,3790.38,2024-06-30,2024-06-30,2024-06-30
C1572,Edhitha Barman,Jaipur,organic,2023-02-05,8,1,817.89,817.89,2023-02-10,2024-06-30,2024-06-30
C1034,Akshay Halder,Delhi,paid_search,2024-03-24,2,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C0037,Dakshesh Trivedi,Chennai,social_media,2022-09-01,3,2,4200.59,2100.3,2022-10-04,2024-05-01,2024-05-01
C0999,Simon Rajagopal,Pune,email,2024-06-05,7,1,2703.44,2703.44,2024-06-12,2024-06-30,2024-06-30
C0116,Bhavya Rattan,Bengaluru,social_media,2022-09-25,6,5,11489.71,2297.94,2022-09-29,2024-06-30,2024-06-30
C0174,Abeer Golla,Ahmedabad,organic,2023-03-23,5,3,11449.79,3816.6,2023-07-25,2024-06-30,2024-06-30
C0046,Aarush Nath,Hyderabad,organic,2022-04-22,4,2,8548.47,4274.23,2023-03-13,2023-12-13,2023-12-13
C1280,Kashish Vaidya,Pune,email,2022-09-22,3,2,5069.97,2534.98,2022-12-26,2024-05-11,2024-05-11
C1376,Ikbal Chawla,Delhi,organic,2024-03-09,6,5,16581.78,3316.36,2024-05-05,2024-06-30,2024-06-30
C0493,Anvi Sampath,Ahmedabad,paid_search,2022-03-11,8,2,12605.51,6302.76,2022-03-28,2024-01-20,2024-01-20
C1299,Dalaja Varma,Chennai,paid_search,2024-03-23,7,7,20022.74,2860.39,2024-03-25,2024-06-30,2024-06-30
C0394,Leela Chakraborty,Surat,email,2022-08-06,6,5,22545.93,4509.19,2022-09-04,2024-06-30,2024-06-30
C1837,Daniel Roy,Ahmedabad,social_media,2024-01-03,5,3,5855.95,1951.98,2024-06-30,2024-06-30,2024-06-30
C0744,Gautam Tella,Chennai,referral,2024-02-06,6,5,12311.4,2462.28,2024-02-17,2024-06-30,2024-06-30
C1850,Jacob Khare,Delhi,paid_search,2024-02-29,6,4,16813.23,4203.31,2024-06-30,2024-06-30,2024-06-30
C1294,Abhimanyu Sandal,Bengaluru,social_media,2023-02-17,7,3,12157.04,4052.35,2023-04-16,2024-06-30,2024-06-30
C1735,Omya Roy,Hyderabad,social_media,2022-07-24,5,1,7010.28,7010.28,2022-10-12,2024-03-24,2024-03-24
C1795,Ansh Ratti,Delhi,organic,2023-12-19,4,2,5562.24,2781.12,2024-06-30,2024-06-30,2024-06-30
C0537,Tripti Sawhney,Pune,social_media,2022-07-18,6,1,7696.59,7696.59,2022-08-01,2024-06-30,2024-06-30
C0241,Warjas Tak,Ahmedabad,paid_search,2023-05-06,4,2,9485.1,4742.55,2023-05-21,2024-06-30,2024-06-30
C0965,Amrita Walia,Delhi,referral,2022-03-29,9,5,15983.03,3196.61,2022-04-25,2024-03-16,2024-03-16
C1510,Charvi Mukhopadhyay,Pune,referral,2022-02-03,8,4,19396.95,4849.24,2022-03-07,2023-09-14,2023-09-14
C0370,Omya Devi,Kolkata,organic,2024-03-20,6,2,4026.93,2013.47,2024-04-09,2024-06-30,2024-06-30
C0435,Frado Lad,Chennai,paid_search,2023-09-07,8,3,9886.78,3295.59,2024-01-17,2024-06-30,2024-06-30
C0054,Arya Boase,Mumbai,organic,2023-02-15,5,4,24937.48,6234.37,2023-07-23,2024-06-30,2024-06-30
C0930,Hardik Atwal,Surat,paid_search,2022-12-07,7,4,9779.08,2444.77,2023-05-09,2024-06-30,2024-06-30
C1154,Faqid Parmer,Ahmedabad,paid_search,2022-06-18,5,4,13313.51,3328.38,2022-10-08,2024-02-23,2024-02-23
C1760,Yash Kunda,Chennai,paid_search,2023-02-15,6,4,13653.89,3413.47,2023-03-15,2024-06-30,2024-06-30
C0852,Kiaan Chaudhry,Hyderabad,paid_search,2024-05-03,10,8,59827.54,7478.44,2024-06-25,2024-06-30,2024-06-30
C0962,Prisha Kadakia,Surat,social_media,2023-11-27,9,3,5622.74,1874.25,2024-03-03,2024-06-30,2024-06-30
C1888,Devika Manne,Pune,organic,2023-02-24,6,3,6996.37,2332.12,2023-06-19,2024-06-30,2024-06-30
C1637,Viraj Bhargava,Pune,social_media,2022-06-11,7,5,20458.82,4091.76,2022-08-16,2023-09-23,2023-09-23
C1561,Dalaja Balay,Kolkata,paid_search,2023-02-22,6,4,30558.41,7639.6,2023-06-08,2024-06-30,2024-06-30
C1613,Vrishti Ramanathan,Delhi,paid_search,2023-06-07,14,5,16231.24,3246.25,2023-08-17,2024-06-30,2024-06-30
C1840,Max Jha,Ahmedabad,email,2022-11-16,7,4,11074.82,2768.71,2023-01-13,2024-05-02,2024-05-02
C0119,Riya Behl,Kolkata,social_media,2022-11-18,4,0,0.0,,2023-04-07,2024-06-30,2024-06-30
C1214,Rohan Dubey,Pune,email,2024-05-31,9,6,36537.65,6089.61,2024-06-30,2024-06-30,2024-06-30
C0583,Michael Patla,Mumbai,referral,2022-07-26,10,7,20183.41,2883.34,2022-08-29,2024-06-20,2024-06-20
C0189,Warinder Chauhan,Hyderabad,referral,2022-09-11,5,4,16375.87,4093.97,2022-11-14,2024-05-28,2024-05-28
C0974,Watika Chana,Bengaluru,paid_search,2023-07-20,3,1,1809.21,1809.21,2023-12-11,2024-06-30,2024-06-30
C1560,Udarsh Jha,Hyderabad,email,2024-04-21,9,4,10940.72,2735.18,2024-06-05,2024-06-30,2024-06-30
C1150,Aachal Chad,Pune,paid_search,2023-02-07,7,5,33365.05,6673.01,2023-02-08,2024-06-30,2024-06-30
C0345,Anya Sama,Surat,organic,2022-12-20,9,8,13507.22,1688.4,2023-03-13,2024-06-30,2024-06-30
C0256,Wishi Morar,Jaipur,organic,2022-06-27,6,4,7972.09,1993.02,2022-08-19,2024-03-12,2024-03-12
C0429,Dipta Ray,Pune,referral,2022-04-09,4,4,33770.16,8442.54,2022-04-17,2024-03-17,2024-03-17
C1805,Ojasvi Halder,Pune,referral,2023-01-01,4,0,0.0,,2023-03-21,2024-06-20,2024-06-20
C1811,Shaurya Memon,Jaipur,paid_search,2023-10-18,4,3,9055.4,3018.47,2024-03-10,2024-06-30,2024-06-30
C1655,Charles Devan,Bengaluru,social_media,2022-09-28,8,5,23528.54,4705.71,2022-10-24,2024-06-07,2024-06-07
C1186,Advay Mahajan,Jaipur,referral,2024-04-01,8,2,11545.26,5772.63,2024-06-30,2024-06-30,2024-06-30
C0113,Amruta Baria,Pune,social_media,2022-10-13,4,3,5175.39,1725.13,2023-03-16,2024-06-30,2024-06-30
C1541,Liam Jayaraman,Ahmedabad,organic,2022-12-21,5,1,3585.63,3585.63,2023-01-21,2024-06-30,2024-06-30
C0259,Jasmit Rau,Chennai,social_media,2022-08-26,10,5,19658.22,3931.64,2022-10-03,2024-06-30,2024-06-30
C1609,Barkha Deep,Ahmedabad,social_media,2023-07-07,10,4,17953.25,4488.31,2023-08-09,2024-06-30,2024-06-30
C0090,Ucchal Raghavan,Bengaluru,social_media,2022-12-08,5,4,18002.29,4500.57,2023-01-08,2024-06-30,2024-06-30
C0045,Yashasvi Suresh,Pune,referral,2024-01-16,6,6,33187.11,5531.19,2024-06-30,2024-06-30,2024-06-30
C0467,Finn Solanki,Jaipur,social_media,2023-01-25,7,5,43727.65,8745.53,2023-08-03,2024-06-30,2024-06-30
C1552,Mitali Srinivas,Delhi,organic,2023-10-04,6,3,5756.73,1918.91,2023-11-21,2024-06-30,2024-06-30
C0879,Faris Nayak,Delhi,social_media,2024-04-27,8,6,19300.84,3216.81,2024-05-13,2024-06-30,2024-06-30
C0062,Ekanta Shroff,Jaipur,organic,2023-05-30,9,6,21806.62,3634.44,2023-07-03,2024-06-30,2024-06-30
C0118,Odika Bhagat,Pune,social_media,2023-03-21,3,1,3716.88,3716.88,2024-04-02,2024-06-30,2024-06-30
C0797,Samesh Nadig,Hyderabad,referral,2024-01-16,5,3,5920.19,1973.4,2024-01-17,2024-06-30,2024-06-30
C0326,Praneel Chhabra,Pune,referral,2024-05-22,7,3,10093.04,3364.35,2024-06-27,2024-06-30,2024-06-30
C1865,Ansh Subramanian,Mumbai,organic,2022-12-13,7,3,7697.04,2565.68,2023-02-18,2024-06-30,2024-06-30
C1309,Karan Choudhary,Delhi,paid_search,2022-06-12,8,8,25087.58,3135.95,2022-09-05,2024-05-26,2024-05-26
C0670,Wakeeta Kalla,Ahmedabad,email,2022-06-13,12,7,26172.84,3738.98,2023-05-15,2024-06-02,2024-06-02
C0756,Bhavani Goel,Delhi,organic,2023-11-17,4,2,7426.24,3713.12,2024-01-01,2024-06-30,2024-06-30
C0702,Girindra Barad,Mumbai,social_media,2024-01-09,8,7,51729.81,7389.97,2024-03-17,2024-06-30,2024-06-30
C0224,Tanvi Bansal,Hyderabad,paid_search,2023-02-19,6,1,8849.34,8849.34,2023-05-18,2024-06-30,2024-06-30
C0545,Shravya Shankar,Delhi,referral,2022-10-19,3,2,7834.68,3917.34,2022-10-27,2023-12-16,2023-12-16
C0760,Prisha Nadig,Chennai,social_media,2022-12-04,8,6,23015.77,3835.96,2023-01-19,2024-06-30,2024-06-30
C0755,Garima Chahal,Pune,organic,2023-06-12,8,4,34273.85,8568.46,2023-09-09,2024-06-30,2024-06-30
C0035,Mohammed Gupta,Mumbai,organic,2023-10-09,4,3,17602.35,5867.45,2023-10-14,2024-06-30,2024-06-30
C0458,Ojas Sachdev,Hyderabad,referral,2022-10-07,6,4,20373.73,5093.43,2022-10-26,2024-06-30,2024-06-30
C0261,Jagat Dave,Chennai,referral,2022-08-28,4,4,11180.6,2795.15,2023-07-15,2024-06-08,2024-06-08
C0581,Ganga Parikh,Bengaluru,referral,2023-05-06,7,1,6420.04,6420.04,2023-07-17,2024-06-30,2024-06-30
C1390,Aarna Solanki,Pune,referral,2023-05-17,5,3,26383.24,8794.41,2023-06-25,2024-06-30,2024-06-30
C1955,Nachiket Sharma,Bengaluru,referral,2023-03-21,6,3,17438.3,5812.77,2023-09-14,2024-06-30,2024-06-30
C0461,Keya Dyal,Chennai,organic,2023-11-15,3,1,5046.26,5046.26,2023-12-09,2024-06-30,2024-06-30
C1071,George Bhatia,Delhi,organic,2022-03-30,6,4,11859.38,2964.85,2022-04-09,2024-03-05,2024-03-05
C0021,Dalbir Khosla,Pune,referral,2022-04-25,3,2,13042.9,6521.45,2022-08-04,2023-04-04,2023-04-04
C1449,Falan Sama,Mumbai,organic,2023-09-20,5,1,2671.87,2671.87,2024-06-02,2024-06-30,2024-06-30
C0833,Riya Lad,Surat,social_media,2024-02-19,8,3,4508.75,1502.92,2024-02-25,2024-06-30,2024-06-30
C1936,Tanay Mohanty,Surat,referral,2023-12-08,6,3,11267.66,3755.89,2023-12-24,2024-06-30,2024-06-30
C1430,Adweta Gole,Ahmedabad,organic,2023-02-14,4,3,18319.77,6106.59,2023-03-08,2024-02-19,2024-02-19
C0724,Quincy Issac,Bengaluru,organic,2024-04-03,5,2,4829.17,2414.59,2024-05-26,2024-06-30,2024-06-30
C0807,Baljiwan Subramanian,Mumbai,organic,2024-06-12,1,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C1692,Sai Gera,Mumbai,organic,2023-12-02,5,4,9168.88,2292.22,2024-01-08,2024-06-30,2024-06-30
C1099,Bimala Ganesh,Hyderabad,organic,2023-03-24,5,1,2385.12,2385.12,2023-07-19,2024-04-03,2024-04-03
C0270,David Devi,Jaipur,paid_search,2023-05-28,3,2,14794.16,7397.08,2023-09-18,2024-06-30,2024-06-30
C0170,Jason Roy,Pune,organic,2022-01-07,5,4,22496.44,5624.11,2022-08-15,2023-12-19,2023-12-19
C1365,Shivansh Kapur,Kolkata,paid_search,2023-11-29,7,6,18033.7,3005.62,2023-12-24,2024-06-30,2024-06-30
C0455,Faras Khanna,Mumbai,social_media,2023-09-25,3,3,9189.89,3063.3,2024-06-30,2024-06-30,2024-06-30
C0506,Faris Sura,Hyderabad,social_media,2022-02-10,4,4,12482.85,3120.71,2022-06-14,2023-10-23,2023-10-23
C1268,Hardik Nanda,Kolkata,referral,2022-03-04,5,3,20213.08,6737.69,2022-11-25,2024-01-28,2024-01-28
C1032,Onveer Sood,Chennai,social_media,2023-08-15,6,3,5454.13,1818.04,2023-09-14,2024-06-30,2024-06-30
C1900,Timothy Nagarajan,Kolkata,referral,2024-02-01,3,2,12099.14,6049.57,2024-02-08,2024-06-30,2024-06-30
C1992,Charles Narain,Pune,paid_search,2023-12-02,5,3,22535.96,7511.99,2023-12-14,2024-06-30,2024-06-30
C0218,Yutika Khurana,Chennai,social_media,2023-12-20,4,1,7400.06,7400.06,2024-06-30,2024-06-30,2024-06-30
C1959,Saanvi Goyal,Chennai,referral,2022-03-15,3,1,533.8,533.8,2022-12-29,2024-02-09,2024-02-09
C0785,Karan Chander,Chennai,referral,2023-02-10,6,3,3951.39,1317.13,2023-03-08,2024-04-14,2024-04-14
C0417,Kashish Dar,Jaipur,social_media,2023-08-23,5,2,4356.58,2178.29,2023-09-10,2024-06-30,2024-06-30
C0588,Urmi Dixit,Mumbai,referral,2024-06-01,8,4,17980.66,4495.17,2024-06-11,2024-06-30,2024-06-30
C1539,Mohini Bhandari,Surat,paid_search,2024-02-10,5,3,22194.34,7398.11,2024-04-03,2024-06-30,2024-06-30
C0399,Yuvraj Mane,Surat,organic,2022-06-01,4,2,763.11,381.55,2022-07-18,2023-03-05,2023-03-05
C1223,Xiti Walia,Surat,paid_search,2022-01-02,8,4,14807.68,3701.92,2022-01-14,2023-12-11,2023-12-11
C1619,Mohini Lad,Pune,organic,2023-05-11,9,5,14289.1,2857.82,2023-06-12,2024-06-30,2024-06-30
C0018,Sudiksha Aggarwal,Bengaluru,paid_search,2023-01-18,10,5,28358.29,5671.66,2023-02-28,2024-06-30,2024-06-30
C0367,Dhriti Rama,Delhi,organic,2023-04-25,6,5,10209.58,2041.92,2023-09-03,2024-06-30,2024-06-30
C0017,Ishwar Yadav,Surat,organic,2023-06-04,5,4,11381.4,2845.35,2023-11-10,2024-06-30,2024-06-30
C0715,Hemangini Bajwa,Chennai,social_media,2023-11-24,5,3,8089.09,2696.36,2024-03-02,2024-06-30,2024-06-30
C0656,Yug Mander,Ahmedabad,organic,2022-11-06,6,3,22088.94,7362.98,2023-05-11,2024-06-30,2024-06-30
C1778,Tanmayi Mahal,Hyderabad,social_media,2023-09-13,5,5,13346.23,2669.25,2023-10-07,2024-06-30,2024-06-30
C1411,Xalak Shah,Pune,social_media,2022-07-26,4,1,1270.59,1270.59,2023-01-07,2023-11-03,2023-11-03
C1481,Agastya Som,Jaipur,social_media,2022-01-05,3,2,11583.44,5791.72,2022-02-28,2023-11-20,2023-11-20
C0213,Ayaan Nagar,Ahmedabad,social_media,2022-09-07,4,1,10812.12,10812.12,2022-12-31,2024-06-30,2024-06-30
C0491,Samuel Luthra,Pune,referral,2023-10-02,4,2,7110.9,3555.45,2024-06-21,2024-06-30,2024-06-30
C0159,Amol Ghosh,Jaipur,paid_search,2022-10-11,7,5,11574.56,2314.91,2022-12-14,2024-06-30,2024-06-30
C0992,Abha Dixit,Bengaluru,paid_search,2022-04-30,4,4,16231.61,4057.9,2022-08-07,2024-01-19,2024-01-19
C1898,Indira Yogi,Delhi,paid_search,2024-05-02,8,6,32510.48,5418.41,2024-06-30,2024-06-30,2024-06-30
C0061,Charvi Ravi,Mumbai,social_media,2022-02-28,7,4,11403.28,2850.82,2022-05-14,2023-10-27,2023-10-27
C0820,Ladli Ramakrishnan,Kolkata,paid_search,2022-11-23,5,4,14584.67,3646.17,2023-02-13,2024-06-30,2024-06-30
C0884,Yachana Vyas,Pune,social_media,2023-10-23,8,6,33338.9,5556.48,2024-03-09,2024-06-30,2024-06-30
C1179,Jyoti Bose,Bengaluru,organic,2022-08-08,6,4,8719.14,2179.79,2022-11-14,2024-06-30,2024-06-30
C1015,Sudiksha Luthra,Ahmedabad,organic,2022-02-03,4,3,16404.61,5468.2,2022-03-20,2022-09-02,2022-09-02
C0617,Charles Dyal,Ahmedabad,organic,2022-09-24,7,2,9429.78,4714.89,2022-10-11,2024-06-30,2024-06-30
C0515,Keya Kumer,Delhi,social_media,2022-12-08,5,1,1065.23,1065.23,2023-04-29,2024-06-30,2024-06-30
C0943,Vihaan Desai,Delhi,referral,2022-10-26,7,6,29572.62,4928.77,2022-12-21,2024-06-30,2024-06-30
C1650,Bhavani Sandhu,Ahmedabad,social_media,2022-08-10,5,3,10457.67,3485.89,2022-12-12,2024-06-30,2024-06-30
C1972,Geetika Hora,Mumbai,paid_search,2023-04-28,1,1,3506.92,3506.92,2023-09-18,2023-09-18,2023-09-18
C0325,Advik Badal,Kolkata,social_media,2023-12-11,4,1,11853.93,11853.93,2024-06-30,2024-06-30,2024-06-30
C1914,Michael Om,Surat,paid_search,2023-07-01,6,6,30648.63,5108.1,2024-06-30,2024-06-30,2024-06-30
C0216,Indrajit Mani,Pune,referral,2022-08-06,5,3,9147.92,3049.31,2022-12-18,2024-04-12,2024-04-12
C0462,Azaan Sankar,Surat,organic,2023-02-09,5,5,24703.38,4940.68,2023-04-18,2024-06-30,2024-06-30
C1983,Ekalinga Sengupta,Chennai,referral,2022-01-20,7,5,21607.09,4321.42,2022-01-22,2023-12-27,2023-12-27
C0897,Ekaja Dugal,Bengaluru,referral,2024-01-28,5,4,12209.0,3052.25,2024-04-23,2024-06-30,2024-06-30
C1839,Inaya Bobal,Hyderabad,paid_search,2023-05-21,8,4,38419.41,9604.85,2023-09-25,2024-06-30,2024-06-30
C0600,Neel Roy,Pune,paid_search,2023-03-31,7,4,7489.99,1872.5,2024-05-12,2024-06-30,2024-06-30
C0120,Vedhika Dara,Delhi,paid_search,2023-06-08,7,5,8785.15,1757.03,2023-07-10,2024-06-30,2024-06-30
C1953,Xavier Borde,Mumbai,paid_search,2024-02-03,7,5,18634.45,3726.89,2024-04-09,2024-06-30,2024-06-30
C0761,Zinal Tank,Mumbai,organic,2023-08-10,5,4,19880.89,4970.22,2023-11-13,2024-06-30,2024-06-30
C1635,Vansha Chopra,Delhi,paid_search,2022-08-24,4,1,3524.96,3524.96,2022-10-16,2024-04-18,2024-04-18
C0674,Rushil Sharma,Hyderabad,social_media,2022-09-04,9,6,28780.58,4796.76,2022-11-29,2024-06-30,2024-06-30
C1896,Christopher Wable,Delhi,organic,2023-09-13,7,3,6145.49,2048.5,2023-12-03,2024-06-30,2024-06-30
C0342,Girik Nair,Mumbai,referral,2023-11-14,2,0,0.0,,2024-03-17,2024-06-30,2024-06-30
C1852,Tarak Golla,Pune,organic,2022-11-16,5,3,16747.8,5582.6,2022-12-11,2024-01-23,2024-01-23
C1212,Michael Gill,Surat,social_media,2022-06-01,2,2,4828.18,2414.09,2024-02-15,2024-04-27,2024-04-27
C1513,Jairaj Mital,Jaipur,paid_search,2024-01-31,6,4,19552.56,4888.14,2024-06-26,2024-06-30,2024-06-30
C1041,Pahal Mutti,Hyderabad,paid_search,2023-03-16,3,2,4701.39,2350.7,2023-03-17,2024-06-30,2024-06-30
C1499,Libni Sami,Pune,social_media,2024-02-19,5,3,21106.83,7035.61,2024-03-29,2024-06-30,2024-06-30
C1252,Xalak Shah,Ahmedabad,organic,2024-05-10,7,2,10066.77,5033.38,2024-06-30,2024-06-30,2024-06-30
C1004,Lucky Lad,Surat,organic,2022-03-26,7,3,10150.89,3383.63,2022-09-16,2024-03-10,2024-03-10
C1571,Manan Bawa,Hyderabad,organic,2023-07-01,6,4,21056.03,5264.01,2023-10-07,2024-06-30,2024-06-30
C0558,Yoshita Dar,Bengaluru,paid_search,2022-08-09,4,2,9772.76,4886.38,2022-12-14,2024-06-02,2024-06-02
C1766,Robert Shan,Bengaluru,paid_search,2024-01-27,5,2,9861.76,4930.88,2024-04-23,2024-06-30,2024-06-30
C1887,Yashica Dixit,Surat,organic,2022-06-07,10,5,17539.35,3507.87,2022-09-23,2024-02-09,2024-02-09
C0678,Jagdish Randhawa,Chennai,social_media,2024-06-22,8,7,28565.75,4080.82,2024-06-30,2024-06-30,2024-06-30
C0784,Sanaya Parekh,Chennai,social_media,2024-04-06,7,6,23570.08,3928.35,2024-06-30,2024-06-30,2024-06-30
C1747,Shivansh Lalla,Surat,organic,2024-02-08,5,5,31213.48,6242.7,2024-06-30,2024-06-30,2024-06-30
C0631,Vamakshi Murthy,Delhi,paid_search,2022-03-30,5,1,6913.96,6913.96,2022-06-14,2024-02-26,2024-02-26
C0110,Bhavya Sarna,Hyderabad,organic,2024-04-20,9,2,4603.06,2301.53,2024-06-30,2024-06-30,2024-06-30
C1781,Naveen Nanda,Jaipur,paid_search,2023-11-21,6,3,7930.53,2643.51,2023-11-30,2024-06-30,2024-06-30
C1816,Alexander Palla,Bengaluru,paid_search,2024-04-14,10,4,13617.1,3404.27,2024-06-03,2024-06-30,2024-06-30
C0891,Tanvi Modi,Mumbai,email,2022-11-19,6,1,1791.85,1791.85,2023-01-08,2024-02-17,2024-02-17
C0692,Fariq Sidhu,Pune,email,2022-05-24,6,2,8854.61,4427.31,2022-07-03,2024-03-07,2024-03-07
C1253,Ekaja More,Mumbai,paid_search,2023-01-05,3,2,5701.7,2850.85,2023-02-08,2024-06-30,2024-06-30
C1354,Gaurika Golla,Ahmedabad,organic,2022-04-10,7,4,17272.08,4318.02,2022-08-28,2024-02-21,2024-02-21
C0925,Isaac Brahmbhatt,Kolkata,organic,2022-10-10,6,4,8136.96,2034.24,2022-11-24,2024-06-30,2024-06-30
C0366,Jasmit Nanda,Pune,referral,2022-10-30,2,2,6232.21,3116.11,2023-01-14,2023-04-11,2023-04-11
C0945,Faraj Venkatesh,Chennai,organic,2022-05-23,5,4,19168.85,4792.21,2023-09-06,2024-05-08,2024-05-08
C0145,Nitesh Kurian,Kolkata,paid_search,2023-12-15,7,3,3213.42,1071.14,2024-05-29,2024-06-30,2024-06-30
C0751,Zehaan Arora,Chennai,social_media,2023-04-15,3,1,10087.35,10087.35,2023-12-08,2024-06-11,2024-06-11
C0654,Girish Bhatt,Mumbai,paid_search,2023-10-17,4,3,11281.98,3760.66,2024-05-07,2024-06-30,2024-06-30
C0975,Warinder Sampath,Ahmedabad,organic,2023-03-13,7,5,10945.23,2189.05,2023-08-11,2024-06-30,2024-06-30
C1610,Aarush Saraf,Pune,paid_search,2022-06-02,4,1,1633.76,1633.76,2022-10-08,2023-07-28,2023-07-28
C1689,Ayush Gade,Bengaluru,organic,2023-04-03,5,2,5104.44,2552.22,2023-09-06,2024-06-30,2024-06-30
C1505,Chasmum Kibe,Mumbai,social_media,2022-05-29,5,3,10848.29,3616.1,2022-08-15,2024-03-10,2024-03-10
C1333,Jagat Garg,Ahmedabad,paid_search,2022-08-12,2,1,7783.02,7783.02,2023-02-04,2023-07-17,2023-07-17
C0014,Priya Rastogi,Chennai,email,2024-01-10,7,3,13332.7,4444.23,2024-06-30,2024-06-30,2024-06-30
C1597,Benjamin Kade,Kolkata,organic,2023-10-19,5,4,18612.3,4653.08,2024-02-27,2024-06-30,2024-06-30
C1902,Ganga Goel,Jaipur,organic,2022-09-30,3,3,5031.59,1677.2,2023-05-05,2023-05-24,2023-05-24
C0478,Bhavika Wason,Kolkata,paid_search,2023-08-27,2,0,0.0,,2024-04-06,2024-05-31,2024-05-31
C1794,Qabil Nori,Chennai,email,2022-08-29,7,5,27330.61,5466.12,2022-09-09,2024-06-20,2024-06-20
C0902,Gagan Vala,Pune,organic,2023-02-11,4,2,5843.62,2921.81,2023-06-29,2024-06-30,2024-06-30
C1369,Upma Dey,Bengaluru,paid_search,2023-04-14,4,3,8223.63,2741.21,2023-07-22,2024-06-30,2024-06-30
C1817,Vamakshi Shetty,Jaipur,organic,2023-04-26,6,2,3108.12,1554.06,2024-02-21,2024-06-30,2024-06-30
C0232,Januja Varghese,Ahmedabad,organic,2024-01-27,5,1,6184.36,6184.36,2024-04-24,2024-06-30,2024-06-30
C1378,Dayamai Guha,Kolkata,organic,2023-05-04,2,1,3427.74,3427.74,2024-06-30,2024-06-30,2024-06-30
C1994,Barkha Naik,Chennai,referral,2023-05-29,3,0,0.0,,2024-02-08,2024-06-30,2024-06-30
C1546,Charles Ram,Chennai,organic,2024-01-12,5,2,16478.93,8239.47,2024-06-24,2024-06-30,2024-06-30
C1874,Tanveer Seth,Ahmedabad,organic,2023-12-15,7,5,44603.8,8920.76,2024-04-22,2024-06-30,2024-06-30
C1092,Dalbir Misra,Jaipur,referral,2023-12-31,5,4,8416.97,2104.24,2024-06-30,2024-06-30,2024-06-30
