customer_id,customer_name,city,acquisition_channel,segment,recency_days,frequency,total_revenue,r_score,f_score,m_score,rfm_score
C0167,Mohini Sagar,Kolkata,paid_search,Loyal,67,2,14159.74,2.0,2.0,4.0,8.0
C1815,Nikita Batra,Mumbai,organic,Loyal,285,3,12743.22,1.0,3.0,3.0,7.0
C1057,Lakshit Sanghvi,Delhi,organic,At Risk,1,3,9921.77,4.0,3.0,3.0,10.0
C0835,Baljiwan Ramakrishnan,Pune,paid_search,At Risk,1,2,11192.55,4.0,2.0,3.0,9.0
C0754,Manbir Bhakta,Kolkata,referral,Champions,1,3,16581.12,4.0,3.0,4.0,11.0
C0158,Imaran Bal,Hyderabad,referral,Champions,1,4,21847.24,4.0,4.0,5.0,13.0
C0874,Sneha Tandon,Jaipur,organic,Champions,1,5,24407.03,4.0,5.0,5.0,14.0
C0836,Yutika Swaminathan,Hyderabad,email,Loyal,250,4,15674.73,1.0,4.0,4.0,9.0
C1713,Frado Warrior,Chennai,organic,Champions,1,4,28869.97,4.0,4.0,5.0,13.0
C0031,Pahal Goswami,Ahmedabad,organic,At Risk,1,1,11800.29,4.0,1.0,3.0,8.0
C0814,Arunima Krishnan,Bengaluru,email,At Risk,1,3,6190.31,4.0,3.0,2.0,9.0
C0416,Udarsh Nagy,Chennai,social_media,Lost,78,2,7010.61,2.0,2.0,2.0,6.0
C1391,Balveer Patla,Kolkata,organic,Loyal,60,3,12275.24,2.0,3.0,3.0,8.0
C1515,Lucky Khosla,Kolkata,paid_search,Loyal,176,5,34356.78,1.0,5.0,5.0,11.0
C1192,Eta Naidu,Chennai,organic,At Risk,1,3,8087.02,4.0,3.0,2.0,9.0
C1077,Banjeet Virk,Mumbai,referral,At Risk,1,3,9109.28,4.0,3.0,3.0,10.0
C0682,Ansh Purohit,Kolkata,paid_search,Lost,157,1,6482.1,1.0,1.0,2.0,4.0
C1181,Elijah Shenoy,Surat,organic,Champions,1,4,15643.06,4.0,4.0,4.0,12.0
C1362,Theodore Chahal,Surat,social_media,Champions,1,4,21578.69,4.0,4.0,5.0,13.0
C1387,Gunbir Aurora,Jaipur,social_media,At Risk,1,2,1734.08,4.0,2.0,1.0,7.0
C1633,Lavanya Badal,Surat,organic,At Risk,1,3,6343.01,4.0,3.0,2.0,9.0
C0850,Oscar Nayak,Chennai,organic,Champions,1,5,15266.75,4.0,5.0,4.0,13.0
C1667,David Murthy,Mumbai,social_media,Lost,26,2,6178.86,2.0,2.0,2.0,6.0
C0063,Omkaar Chad,Delhi,referral,Champions,1,3,24763.4,4.0,3.0,5.0,12.0
C1096,Anirudh Luthra,Hyderabad,email,At Risk,1,1,10802.58,4.0,1.0,3.0,8.0
C1698,Tristan Gokhale,Surat,social_media,At Risk,1,1,1167.81,4.0,1.0,1.0,6.0
C1843,Anita Baria,Kolkata,organic,At Risk,1,1,4732.36,4.0,1.0,2.0,7.0
C0810,Hemal Warrior,Mumbai,organic,At Risk,1,3,2669.44,4.0,3.0,1.0,8.0
C0690,Azad Rama,Ahmedabad,paid_search,At Risk,1,3,9675.64,4.0,3.0,3.0,10.0
C1453,Balhaar Walla,Chennai,organic,At Risk,1,3,8499.46,4.0,3.0,2.0,9.0
C1003,Harinakshi Sidhu,Ahmedabad,paid_search,Lost,35,1,3449.26,2.0,1.0,1.0,4.0
C1854,Sanaya Batta,Jaipur,organic,Champions,1,6,16873.24,4.0,5.0,4.0,13.0
C1933,Nisha Nadig,Hyderabad,social_media,At Risk,1,1,2186.93,4.0,1.0,1.0,6.0
C1314,Ranbir Dixit,Mumbai,paid_search,At Risk,1,1,2572.64,4.0,1.0,1.0,6.0
C1584,Yashasvi Bose,Jaipur,paid_search,At Risk,1,2,6504.15,4.0,2.0,2.0,8.0
C0830,Aradhana Bhatia,Hyderabad,organic,Champions,1,2,21425.55,4.0,2.0,5.0,11.0
C0825,Ekansh Arora,Kolkata,email,At Risk,1,2,4875.46,4.0,2.0,2.0,8.0
C1922,Zashil Pai,Mumbai,email,Lost,347,2,6159.69,1.0,2.0,2.0,5.0
C1405,Rajeshri Pant,Surat,social_media,Champions,1,5,13615.83,4.0,5.0,4.0,13.0
C1756,Akshay Bhattacharyya,Chennai,paid_search,At Risk,1,4,6290.48,4.0,4.0,2.0,10.0
C1537,Ganga Bajaj,Hyderabad,social_media,Loyal,338,2,13393.0,1.0,2.0,4.0,7.0
C1682,Azad D’Alia,Kolkata,referral,Loyal,272,4,21517.29,1.0,4.0,5.0,10.0
C0709,Sanaya Thaman,Surat,email,At Risk,1,1,4242.92,4.0,1.0,1.0,6.0
C0269,Dipta Sahota,Kolkata,email,At Risk,1,1,2801.85,4.0,1.0,1.0,6.0
C1622,Ladli Chana,Hyderabad,paid_search,At Risk,1,1,1667.28,4.0,1.0,1.0,6.0
C1965,Eiravati Pathak,Ahmedabad,social_media,At Risk,1,2,9123.18,4.0,2.0,3.0,9.0
C1410,Akshay Prabhakar,Chennai,referral,Lost,16,2,8775.71,2.0,2.0,3.0,7.0
C1533,Nikita Bora,Pune,paid_search,Champions,1,3,18964.82,4.0,3.0,5.0,12.0
C1588,Omya Lall,Pune,organic,Loyal,139,3,13919.19,1.0,3.0,4.0,8.0
C0440,Darsh Chahal,Hyderabad,referral,Champions,1,4,22250.39,4.0,4.0,5.0,13.0
C0832,Pranav Swamy,Delhi,organic,Champions,1,5,19856.95,4.0,5.0,5.0,14.0
C1548,Rishi Oza,Ahmedabad,paid_search,At Risk,1,2,8377.95,4.0,2.0,2.0,8.0
C0589,Krish Shetty,Chennai,organic,Champions,1,4,16594.75,4.0,4.0,4.0,12.0
C1298,Vasudha Memon,Mumbai,paid_search,At Risk,1,2,6371.18,4.0,2.0,2.0,8.0
C1396,Frederick Gole,Chennai,referral,At Risk,1,1,1877.66,4.0,1.0,1.0,6.0
C0137,Tripti Kumer,Bengaluru,social_media,At Risk,1,2,10901.94,4.0,2.0,3.0,9.0
C0647,Hemangini Bahri,Bengaluru,social_media,At Risk,1,2,9295.73,4.0,2.0,3.0,9.0
C1525,Netra Bir,Kolkata,organic,Lost,142,3,8139.25,1.0,3.0,2.0,6.0
C0732,Eiravati Sachdev,Mumbai,organic,Lost,318,1,1229.5,1.0,1.0,1.0,3.0
C0194,Gautam Tripathi,Delhi,referral,At Risk,1,2,4841.21,4.0,2.0,2.0,8.0
C1523,Meera Bir,Delhi,organic,Loyal,24,3,16793.36,2.0,3.0,4.0,9.0
C1157,Rayaan Devi,Chennai,referral,At Risk,1,1,2337.3,4.0,1.0,1.0,6.0
C1708,Aarna Hora,Kolkata,paid_search,Champions,1,3,20123.49,4.0,3.0,5.0,12.0
C1516,Bimala Mann,Pune,email,At Risk,1,3,12621.57,4.0,3.0,3.0,10.0
C0141,Watika Mangat,Hyderabad,organic,Lost,322,1,1186.15,1.0,1.0,1.0,3.0
C1700,Siddharth Mittal,Bengaluru,social_media,Lost,37,1,7422.82,2.0,1.0,2.0,5.0
C1641,Agastya Edwin,Bengaluru,social_media,At Risk,1,1,6931.2,4.0,1.0,2.0,7.0
C1100,Lajita Panchal,Kolkata,organic,Lost,341,2,11192.76,1.0,2.0,3.0,6.0
C0789,Joshua Trivedi,Ahmedabad,organic,Loyal,134,5,43521.67,1.0,5.0,5.0,11.0
C0530,Pratyush Raghavan,Surat,referral,At Risk,1,3,8585.34,4.0,3.0,2.0,9.0
C0933,Yoshita Kari,Surat,email,Lost,114,2,8746.23,2.0,2.0,3.0,7.0
C0122,Wishi Manne,Kolkata,organic,Champions,1,4,11748.96,4.0,4.0,3.0,11.0
C0573,Chakradev Bora,Pune,organic,At Risk,1,2,6463.01,4.0,2.0,2.0,8.0
C1156,Sai Nath,Hyderabad,paid_search,At Risk,1,2,7319.24,4.0,2.0,2.0,8.0
C1598,Hardik Palan,Bengaluru,social_media,Lost,177,1,1660.97,1.0,1.0,1.0,3.0
C1981,Warjas Krish,Chennai,social_media,Champions,1,3,15593.5,4.0,3.0,4.0,11.0
C0156,Jeremiah Jha,Ahmedabad,referral,At Risk,1,3,10602.68,4.0,3.0,3.0,10.0
C0535,Noah Borde,Chennai,email,Loyal,190,5,36390.72,1.0,5.0,5.0,11.0
C0881,Ekalinga Jayaraman,Kolkata,social_media,Lost,161,2,3525.27,1.0,2.0,1.0,4.0
C0803,Maanas Sur,Kolkata,social_media,Lost,63,2,3584.0,2.0,2.0,1.0,5.0
C1712,Balendra Choudhury,Surat,paid_search,Champions,1,4,13053.31,4.0,4.0,4.0,12.0
C0912,Ayush Dar,Chennai,paid_search,Lost,515,1,1291.91,1.0,1.0,1.0,3.0
C0598,Siddharth Doctor,Chennai,paid_search,At Risk,1,1,1661.34,4.0,1.0,1.0,6.0
C1302,Frado Wadhwa,Bengaluru,paid_search,Lost,80,2,7227.86,2.0,2.0,2.0,6.0
C1881,Qarin Lad,Jaipur,paid_search,Lost,611,3,7797.65,1.0,3.0,2.0,6.0
C0419,Gabriel Shan,Jaipur,social_media,At Risk,1,3,6955.9,4.0,3.0,2.0,9.0
C1740,Tripti Konda,Ahmedabad,social_media,Champions,1,4,13000.71,4.0,4.0,4.0,12.0
C1950,Anamika Prashad,Hyderabad,paid_search,Lost,345,2,1765.67,1.0,2.0,1.0,4.0
C1847,Ishanvi Chacko,Hyderabad,paid_search,Champions,1,3,14596.5,4.0,3.0,4.0,11.0
C1196,Xalak Chaudry,Jaipur,referral,Loyal,296,3,18800.76,1.0,3.0,4.0,8.0
C0676,Vasana Misra,Ahmedabad,organic,At Risk,1,3,6061.61,4.0,3.0,2.0,9.0
C0413,Ojas Pillai,Ahmedabad,social_media,Lost,260,2,10165.83,1.0,2.0,3.0,6.0
C1079,Oviya Bava,Jaipur,organic,At Risk,1,2,5101.71,4.0,2.0,2.0,8.0
C1101,Ekaraj Mital,Surat,organic,At Risk,1,3,6419.78,4.0,3.0,2.0,9.0
C1586,Bhavini Om,Chennai,organic,Loyal,200,4,17227.91,1.0,4.0,4.0,9.0
C1663,Anvi Srinivas,Jaipur,referral,Champions,1,3,22597.75,4.0,3.0,5.0,12.0
C0250,Vasudha Konda,Kolkata,paid_search,At Risk,1,2,7008.43,4.0,2.0,2.0,8.0
C1443,Kashvi Bhatt,Surat,organic,At Risk,1,2,5825.86,4.0,2.0,2.0,8.0
C0861,Caleb Chawla,Mumbai,referral,At Risk,1,2,6186.89,4.0,2.0,2.0,8.0
C1440,Oscar Hora,Mumbai,organic,At Risk,1,2,2517.28,4.0,2.0,1.0,7.0
C0896,Charvi Dara,Pune,paid_search,At Risk,1,2,5450.15,4.0,2.0,2.0,8.0
C1612,Veda Wali,Bengaluru,paid_search,At Risk,1,1,2950.48,4.0,1.0,1.0,6.0
C0991,Rushil Lala,Delhi,organic,At Risk,1,3,9884.28,4.0,3.0,3.0,10.0
C0009,Janya Gaba,Chennai,email,Champions,1,4,11361.82,4.0,4.0,3.0,11.0
C0102,Nandini Swamy,Bengaluru,email,At Risk,1,1,7070.8,4.0,1.0,2.0,7.0
C0886,Bhavya Bose,Hyderabad,organic,Loyal,160,4,9569.96,1.0,4.0,3.0,8.0
C1751,Vaishnavi Sarraf,Jaipur,paid_search,Lost,236,3,5971.16,1.0,3.0,2.0,6.0
C0079,Chandresh Lad,Jaipur,social_media,At Risk,1,3,10915.97,4.0,3.0,3.0,10.0
C1590,Pahal Pandya,Delhi,email,At Risk,1,2,6680.08,4.0,2.0,2.0,8.0
C0823,Amara Chaudhari,Chennai,referral,Loyal,50,5,25903.28,2.0,5.0,5.0,12.0
C1788,Rushil Lad,Pune,paid_search,At Risk,1,2,9531.42,4.0,2.0,3.0,9.0
C1928,Robert Patla,Bengaluru,organic,Champions,1,3,17149.98,4.0,3.0,4.0,11.0
C1341,Qasim Goda,Chennai,organic,Champions,1,4,9092.52,4.0,4.0,3.0,11.0
C1198,Andrew Sen,Surat,referral,At Risk,1,2,4005.78,4.0,2.0,1.0,7.0
C1047,Shaurya Batta,Bengaluru,paid_search,At Risk,1,1,2164.64,4.0,1.0,1.0,6.0
C1201,Chaman Jaggi,Pune,referral,At Risk,1,3,8934.18,4.0,3.0,3.0,10.0
C0578,Shivansh Padmanabhan,Jaipur,paid_search,Champions,1,4,14289.38,4.0,4.0,4.0,12.0
C1924,Ansh Sankaran,Chennai,organic,Champions,1,7,27237.41,4.0,5.0,5.0,14.0
C1991,Sudiksha Mane,Bengaluru,organic,Champions,1,5,20830.83,4.0,5.0,5.0,14.0
C1495,Teerth Mandal,Hyderabad,social_media,Lost,226,1,1510.37,1.0,1.0,1.0,3.0
C0550,Hemani Deo,Pune,organic,At Risk,1,2,8068.25,4.0,2.0,2.0,8.0
C0742,Ranveer Manne,Mumbai,email,Lost,33,3,4906.36,2.0,3.0,2.0,7.0
C0662,Vansha Mistry,Pune,email,Champions,1,3,16503.71,4.0,3.0,4.0,11.0
C0607,Vamakshi Barad,Mumbai,organic,At Risk,1,2,2058.82,4.0,2.0,1.0,7.0
C1553,Warda Parikh,Hyderabad,referral,At Risk,1,2,3299.05,4.0,2.0,1.0,7.0
C0346,Warhi Hayre,Chennai,paid_search,Loyal,124,2,17251.75,2.0,2.0,4.0,8.0
C0917,Girindra Ganesh,Delhi,social_media,At Risk,1,4,7884.57,4.0,4.0,2.0,10.0
C1951,Kevin Pal,Kolkata,organic,At Risk,1,2,9401.29,4.0,2.0,3.0,9.0
C0984,Yashawini Bhatti,Ahmedabad,paid_search,Champions,1,7,27045.07,4.0,5.0,5.0,14.0
C1757,Arunima Dar,Pune,paid_search,Champions,1,4,32038.62,4.0,4.0,5.0,13.0
C1330,Noah Sarma,Chennai,social_media,Champions,1,3,14378.61,4.0,3.0,4.0,11.0
C0153,Kamala Kalla,Pune,email,At Risk,1,2,3703.58,4.0,2.0,1.0,7.0
C0601,Krish Vala,Pune,social_media,At Risk,1,1,2164.56,4.0,1.0,1.0,6.0
C0738,Samarth Bhatti,Mumbai,email,At Risk,1,3,8930.36,4.0,3.0,3.0,10.0
C1455,Dhriti Tak,Hyderabad,organic,At Risk,1,1,1119.63,4.0,1.0,1.0,6.0
C1693,Rajeshri Chana,Mumbai,referral,Champions,1,4,22541.45,4.0,4.0,5.0,13.0
C1990,Naksh Sawhney,Chennai,paid_search,Champions,1,3,18819.83,4.0,3.0,4.0,11.0
C0436,Kabir Chanda,Jaipur,organic,Champions,1,4,15714.19,4.0,4.0,4.0,12.0
C1296,Yoshita Pandit,Pune,social_media,At Risk,1,1,991.54,4.0,1.0,1.0,6.0
C1145,Shaurya Bumb,Surat,organic,Loyal,527,3,28037.61,1.0,3.0,5.0,9.0
C1409,Osha Ganesan,Ahmedabad,organic,Lost,255,1,3786.21,1.0,1.0,1.0,3.0
C0948,Tripti Banik,Ahmedabad,social_media,Lost,44,2,12276.08,2.0,2.0,3.0,7.0
C0016,Lekha Raj,Chennai,referral,Lost,177,1,1362.09,1.0,1.0,1.0,3.0
C1640,Yoshita Bumb,Ahmedabad,paid_search,Champions,1,4,10737.86,4.0,4.0,3.0,11.0
C0717,Isaiah Bhagat,Hyderabad,email,Loyal,294,2,18793.57,1.0,2.0,4.0,7.0
C0106,Oscar Borde,Hyderabad,organic,At Risk,1,1,4485.15,4.0,1.0,1.0,6.0
C1812,Zilmil Doshi,Ahmedabad,paid_search,Lost,112,2,9034.77,2.0,2.0,3.0,7.0
C1995,Watika Bhatt,Chennai,referral,Lost,25,1,7912.86,2.0,1.0,2.0,5.0
C0828,Keya Goyal,Delhi,email,At Risk,1,2,3847.91,4.0,2.0,1.0,7.0
C1823,Bakhshi Rajan,Bengaluru,social_media,At Risk,1,2,3574.86,4.0,2.0,1.0,7.0
C0635,Anvi Swaminathan,Delhi,paid_search,Champions,1,4,9650.37,4.0,4.0,3.0,11.0
C0144,Parth Iyer,Surat,organic,At Risk,1,2,12109.85,4.0,2.0,3.0,9.0
C1103,Ekanta Om,Bengaluru,social_media,At Risk,1,2,5395.04,4.0,2.0,2.0,8.0
C0696,Tara Sane,Surat,organic,At Risk,1,3,5125.71,4.0,3.0,2.0,9.0
C1745,Priya Dash,Bengaluru,email,At Risk,1,1,384.16,4.0,1.0,1.0,6.0
C0454,Qabil Nadkarni,Bengaluru,organic,Lost,147,1,1302.9,1.0,1.0,1.0,3.0
C0793,Ishwar Sheth,Kolkata,organic,Lost,27,3,5497.33,2.0,3.0,2.0,7.0
C1086,Yadavi Bahl,Kolkata,paid_search,At Risk,1,1,4714.11,4.0,1.0,2.0,7.0
C1968,Triya Nair,Delhi,organic,Lost,55,2,2580.75,2.0,2.0,1.0,5.0
C1885,Ekaraj Gera,Kolkata,organic,At Risk,1,2,8970.84,4.0,2.0,3.0,9.0
C1508,Bina Subramaniam,Mumbai,social_media,Lost,52,1,8190.1,2.0,1.0,2.0,5.0
C0012,Amrita Bhatti,Pune,organic,Champions,1,3,15189.23,4.0,3.0,4.0,11.0
C1894,Netra Saran,Surat,social_media,Lost,349,1,1229.21,1.0,1.0,1.0,3.0
C1594,Sudiksha Raghavan,Pune,email,At Risk,1,2,4706.74,4.0,2.0,2.0,8.0
C0214,Bhavini Sodhi,Kolkata,paid_search,At Risk,1,3,9219.96,4.0,3.0,3.0,10.0
C1340,Jyoti Divan,Chennai,organic,At Risk,1,1,2240.6,4.0,1.0,1.0,6.0
C0851,Om Pingle,Hyderabad,paid_search,Lost,114,2,3851.35,2.0,2.0,1.0,5.0
C1845,Gaurang Patil,Chennai,referral,At Risk,1,1,2898.2,4.0,1.0,1.0,6.0
C0140,Chakrika Merchant,Hyderabad,social_media,At Risk,1,1,1632.25,4.0,1.0,1.0,6.0
C1825,Veda Padmanabhan,Chennai,organic,Lost,111,1,2524.45,2.0,1.0,1.0,4.0
C1180,Nitesh Krishnan,Bengaluru,organic,Lost,19,1,4070.67,2.0,1.0,1.0,4.0
C1863,Anusha Bal,Delhi,organic,Champions,1,6,38528.31,4.0,5.0,5.0,14.0
C1344,Harish Vyas,Bengaluru,social_media,At Risk,1,2,9332.63,4.0,2.0,3.0,9.0
C1264,Mekhala Suresh,Surat,organic,Lost,172,1,6671.3,1.0,1.0,2.0,4.0
C0876,Dalaja Edwin,Pune,email,Loyal,191,4,18391.74,1.0,4.0,4.0,9.0
C1067,Jatin Batta,Mumbai,social_media,Champions,1,7,26139.22,4.0,5.0,5.0,14.0
C0278,Charles Chaudhry,Surat,paid_search,Lost,48,3,6854.67,2.0,3.0,2.0,7.0
C1417,Ishwar Hayre,Delhi,referral,Loyal,95,4,29432.3,2.0,4.0,5.0,11.0
C1780,Ryan Kale,Chennai,paid_search,At Risk,1,3,10986.9,4.0,3.0,3.0,10.0
C1967,Ranveer Kari,Hyderabad,social_media,Champions,1,4,27245.32,4.0,4.0,5.0,13.0
C0488,Azaan Khurana,Ahmedabad,paid_search,Champions,1,2,23945.9,4.0,2.0,5.0,11.0
C0854,Jonathan Jhaveri,Ahmedabad,email,At Risk,1,2,4879.73,4.0,2.0,2.0,8.0
C0180,Chakradev Kannan,Ahmedabad,organic,Loyal,61,5,32082.53,2.0,5.0,5.0,12.0
C0875,Tejas Deo,Chennai,referral,At Risk,1,2,2775.07,4.0,2.0,1.0,7.0
C1098,Yatan Yogi,Delhi,paid_search,Champions,1,5,13093.31,4.0,5.0,4.0,13.0
C1963,Baghyawati Edwin,Mumbai,referral,Champions,1,4,10069.57,4.0,4.0,3.0,11.0
C1163,Pavani Raval,Chennai,referral,At Risk,1,2,15889.91,4.0,2.0,4.0,10.0
C0964,Pranit Bahl,Delhi,organic,Champions,1,4,9410.65,4.0,4.0,3.0,11.0
C1616,Mitali Dave,Jaipur,organic,Champions,1,4,30928.26,4.0,4.0,5.0,13.0
C0668,Chandran Warrior,Bengaluru,referral,At Risk,1,1,1363.53,4.0,1.0,1.0,6.0
C0787,Qadim Narayanan,Kolkata,paid_search,Lost,241,2,7280.36,1.0,2.0,2.0,5.0
C0355,Ojas Basu,Hyderabad,social_media,Champions,1,6,25967.38,4.0,5.0,5.0,14.0
C0235,Laksh Wagle,Bengaluru,paid_search,At Risk,1,3,5650.0,4.0,3.0,2.0,9.0
C0361,Charita Basu,Pune,social_media,Champions,1,5,30986.54,4.0,5.0,5.0,14.0
C1580,Faras Kapur,Jaipur,organic,At Risk,1,4,8497.13,4.0,4.0,2.0,10.0
C1458,Jyoti Yogi,Ahmedabad,social_media,Lost,108,3,6651.74,2.0,3.0,2.0,7.0
C0381,Yoshita Chandran,Jaipur,organic,At Risk,1,4,8462.99,4.0,4.0,2.0,10.0
C0069,Saanvi Thaman,Chennai,organic,At Risk,1,2,6661.74,4.0,2.0,2.0,8.0
C0987,Indrajit Dugar,Pune,referral,Champions,1,4,11869.55,4.0,4.0,3.0,11.0
C0863,Eshana Saini,Delhi,social_media,At Risk,1,2,3149.28,4.0,2.0,1.0,7.0
C0994,Udarsh Jani,Bengaluru,social_media,At Risk,1,3,6078.61,4.0,3.0,2.0,9.0
C1542,Hiral Bobal,Surat,email,Champions,1,5,12038.41,4.0,5.0,3.0,12.0
C0108,Ekavir Kaur,Ahmedabad,organic,Loyal,189,3,10519.95,1.0,3.0,3.0,7.0
C1353,Jagat Patel,Jaipur,organic,At Risk,1,1,2058.44,4.0,1.0,1.0,6.0
C1250,Ekaja Patla,Chennai,organic,Champions,1,4,16169.89,4.0,4.0,4.0,12.0
C0821,Advik Mani,Kolkata,organic,Champions,1,3,21756.68,4.0,3.0,5.0,12.0
C0165,Sudiksha Tiwari,Kolkata,paid_search,Loyal,376,4,14881.97,1.0,4.0,4.0,9.0
C0076,Thomas Sura,Bengaluru,email,Champions,1,7,10456.54,4.0,5.0,3.0,12.0
C1566,Balvan Mahal,Delhi,paid_search,At Risk,1,1,2317.12,4.0,1.0,1.0,6.0
C0771,Darika Murty,Hyderabad,referral,At Risk,1,2,5828.6,4.0,2.0,2.0,8.0
C0844,Harinakshi Bhalla,Delhi,referral,Champions,1,3,13190.49,4.0,3.0,4.0,11.0
C1469,Manan Shenoy,Hyderabad,organic,At Risk,1,3,10300.16,4.0,3.0,3.0,10.0
C0450,Lucky Choudhry,Kolkata,paid_search,Lost,123,1,495.26,2.0,1.0,1.0,4.0
C1478,Onveer Jani,Surat,organic,Champions,1,5,21060.25,4.0,5.0,5.0,14.0
C0508,Radha Sanghvi,Pune,paid_search,Lost,108,1,383.67,2.0,1.0,1.0,4.0
C1938,Max Gade,Surat,paid_search,Loyal,186,4,25193.08,1.0,4.0,5.0,10.0
C1543,Anika Barman,Mumbai,social_media,Loyal,103,4,36142.58,2.0,4.0,5.0,11.0
C0284,Reyansh Chowdhury,Mumbai,paid_search,Champions,1,8,25794.68,4.0,5.0,5.0,14.0
C1017,Ekavir Raj,Hyderabad,organic,Loyal,82,8,31517.32,2.0,5.0,5.0,12.0
C1710,Zayyan Sandal,Delhi,email,Champions,1,8,35532.47,4.0,5.0,5.0,14.0
C1364,Liam Menon,Jaipur,organic,Loyal,35,5,12166.27,2.0,5.0,3.0,10.0
C1999,Utkarsh Khatri,Jaipur,email,At Risk,1,3,9417.8,4.0,3.0,3.0,10.0
C1986,Vedhika Murthy,Pune,paid_search,Lost,223,2,3997.14,1.0,2.0,1.0,4.0
C1195,Dominic Mallick,Hyderabad,social_media,Loyal,270,6,34794.39,1.0,5.0,5.0,11.0
C0409,Jagdish Arora,Mumbai,social_media,Champions,1,4,9077.82,4.0,4.0,3.0,11.0
C0397,Teerth Chadha,Jaipur,organic,Champions,1,4,13146.92,4.0,4.0,4.0,12.0
C1460,Anamika Garde,Jaipur,paid_search,Loyal,311,5,20737.24,1.0,5.0,5.0,11.0
C1215,Vyanjana Ravel,Kolkata,social_media,At Risk,1,3,9029.89,4.0,3.0,3.0,10.0
C0463,Garima Jha,Chennai,email,Lost,135,1,1805.18,1.0,1.0,1.0,3.0
C1021,Sanaya Rama,Hyderabad,referral,At Risk,1,2,8837.47,4.0,2.0,3.0,9.0
C1351,Manan Pandit,Pune,paid_search,At Risk,1,2,3414.25,4.0,2.0,1.0,7.0
C0041,Harish Borah,Delhi,organic,Loyal,166,5,21366.9,1.0,5.0,5.0,11.0
C1164,Liam Dube,Mumbai,email,Loyal,89,2,15724.28,2.0,2.0,4.0,8.0
C1030,Shivani Lanka,Hyderabad,referral,Champions,1,5,17592.49,4.0,5.0,4.0,13.0
C1915,Mahika Rai,Pune,social_media,Champions,1,5,20462.32,4.0,5.0,5.0,14.0
C0526,Falguni Parmar,Delhi,paid_search,Champions,1,5,17706.83,4.0,5.0,4.0,13.0
C0484,Zaitra Prakash,Bengaluru,organic,At Risk,1,3,4656.13,4.0,3.0,1.0,8.0
C1361,Waida Walia,Ahmedabad,organic,Loyal,88,7,27181.57,2.0,5.0,5.0,12.0
C1229,Qadim Handa,Bengaluru,social_media,At Risk,1,3,7678.47,4.0,3.0,2.0,9.0
C1005,Avni Patel,Hyderabad,organic,Champions,1,3,14731.33,4.0,3.0,4.0,11.0
C0868,Avni Deshpande,Jaipur,paid_search,At Risk,1,1,19650.7,4.0,1.0,5.0,10.0
C0072,Ekaja Zachariah,Ahmedabad,paid_search,At Risk,1,2,7794.64,4.0,2.0,2.0,8.0
C1789,Prisha Randhawa,Chennai,social_media,Champions,1,5,22761.39,4.0,5.0,5.0,14.0
C0533,Rachita Kothari,Chennai,referral,At Risk,1,1,2565.66,4.0,1.0,1.0,6.0
C0150,Logan Bath,Hyderabad,email,At Risk,1,2,3145.64,4.0,2.0,1.0,7.0
C0809,Yatan Sodhi,Hyderabad,referral,Champions,1,5,15435.81,4.0,5.0,4.0,13.0
C1798,Pratyush Chaudhuri,Kolkata,paid_search,Lost,182,2,7542.82,1.0,2.0,2.0,5.0
C0247,Jeremiah Mitter,Hyderabad,organic,Loyal,167,6,33317.25,1.0,5.0,5.0,11.0
C1724,Advik Oza,Mumbai,paid_search,Champions,1,4,45544.27,4.0,4.0,5.0,13.0
C0952,Bhavani Nagi,Jaipur,social_media,Champions,1,4,11803.31,4.0,4.0,3.0,11.0
C0532,Advik Vohra,Hyderabad,email,Champions,1,7,14528.64,4.0,5.0,4.0,13.0
C0239,Gagan Nagarajan,Ahmedabad,organic,At Risk,1,1,1208.01,4.0,1.0,1.0,6.0
C1916,Qarin Hayer,Pune,paid_search,At Risk,1,2,8038.04,4.0,2.0,2.0,8.0
C1966,Varsha Prabhakar,Mumbai,email,Champions,1,7,30015.02,4.0,5.0,5.0,14.0
C1274,Zilmil Memon,Bengaluru,organic,Champions,1,4,19350.1,4.0,4.0,5.0,13.0
C1932,Libni Gera,Delhi,social_media,Champions,1,6,24128.96,4.0,5.0,5.0,14.0
C1151,Victor Barman,Hyderabad,organic,Champions,1,5,18119.02,4.0,5.0,4.0,13.0
C1576,Luke Bakshi,Delhi,organic,Loyal,95,3,15144.39,2.0,3.0,4.0,9.0
C1602,Samar Manda,Chennai,referral,Loyal,124,5,7031.51,2.0,5.0,2.0,9.0
C1784,Ethan Nair,Bengaluru,referral,Champions,1,5,15958.86,4.0,5.0,4.0,13.0
C0907,Gautami Bhatti,Chennai,referral,At Risk,1,1,3596.62,4.0,1.0,1.0,6.0
C1844,Pooja Ganguly,Bengaluru,organic,Champions,1,5,21823.8,4.0,5.0,5.0,14.0
C1429,Harshil Choudhry,Bengaluru,organic,Champions,1,10,57942.01,4.0,5.0,5.0,14.0
C1066,Pahal Tiwari,Bengaluru,organic,Champions,1,5,14439.65,4.0,5.0,4.0,13.0
C0726,Isha Mittal,Chennai,social_media,At Risk,1,2,16213.05,4.0,2.0,4.0,10.0
C0251,Nakul Sarraf,Chennai,referral,At Risk,1,2,8207.18,4.0,2.0,2.0,8.0
C1639,Vrinda Tata,Pune,social_media,At Risk,1,3,10231.92,4.0,3.0,3.0,10.0
C1110,Abhimanyu Hayre,Surat,social_media,Champions,1,4,13164.68,4.0,4.0,4.0,12.0
